modelo;serial;estado;tipo_item_id
Modem Huawei E32724G;862600020618355;USADO;4
Modem Huawei E32724G;862600020593244;USADO;4
Modem Huawei E32724G;862600020594382;USADO;4
Modem Huawei E32724G;862600020593210;USADO;4
Modem Huawei E32724G;862600020593228;USADO;4
Modem Huawei E32724G;862600020618611;USADO;4
Modem Huawei E32724G;862600020619023;USADO;4
Modem Huawei E32724G;862600020618470;USADO;4
Modem Huawei E32724G;862600020595405;USADO;4
Modem Huawei E32724G;862600020618561;USADO;4
Modem Huawei E32724G;862600020618553;USADO;4
Modem Huawei E32724G;862600020595389;USADO;4
Modem Huawei E32724G;862600020618595;USADO;4
Modem Huawei E32724G;862600020593186;USADO;4
Modem Huawei E32724G;862600020618629;USADO;4
Modem Huawei E32724G;862600020618231;USADO;4
Modem Huawei E32724G;862600020618512;USADO;4
Modem Huawei E32724G;862600020619205;USADO;4
Modem Huawei E32724G;862600020619213;USADO;4
Modem Huawei E32724G;862600020595447;USADO;4
Modem Huawei E32724G;862600020593814;USADO;4
Modem Huawei E32724G;862600020618645;USADO;4
Modem Huawei E32724G;862600020619171;USADO;4
Modem Huawei E32724G;862600020593889;USADO;4
Modem Huawei E32724G;862600020596262;USADO;4
Modem Huawei E32724G;862600020621524;USADO;4
Modem Huawei E32724G;862600020602870;USADO;4
Modem Huawei E32724G;862600020620369;USADO;4
Modem Huawei E32724G;862600020596163;USADO;4
Modem Huawei E32724G;862600020622944;USADO;4
Modem Huawei E32724G;862600020596247;USADO;4
Modem Huawei E32724G;862600020621433;USADO;4
Modem Huawei E32724G;862600020602896;USADO;4
Modem Huawei E32724G;862600020621854;USADO;4
Modem Huawei E32724G;862600020621631;USADO;4
Modem Huawei E32724G;862600020620393;USADO;4
Modem Huawei E32724G;862600020620328;USADO;4
Modem Huawei E32724G;862600020621227;USADO;4
Modem Huawei E32724G;862600020620435;USADO;4
Modem Huawei E32724G;862600020621268;USADO;4
Modem Huawei E32724G;862600020620492;USADO;4
Modem Huawei E32724G;862600020596254;USADO;4
Modem Huawei E32724G;862600020620377;USADO;4
Modem Huawei E32724G;862600020621235;USADO;4
Modem Huawei E32724G;862600020625509;USADO;4
Modem Huawei E32724G;862600020602979;USADO;4
Modem Huawei E32724G;862600020622886;USADO;4
Modem Huawei E32724G;862600020625574;USADO;4
Modem Huawei E32724G;862600020622811;USADO;4
Modem Huawei E32724G;862600020623611;USADO;4
Modem Huawei E32724G;862600020623199;USADO;4
Modem Huawei E32724G;862600020622639;USADO;4
Modem Huawei E32724G;862600020622852;USADO;4
Modem Huawei E32724G;862600020602995;USADO;4
Modem Huawei E32724G;862600020596312;USADO;4
Modem Huawei E32724G;862600020596445;USADO;4
Modem Huawei E32724G;862600020596379;USADO;4
Modem Huawei E32724G;862600020621359;USADO;4
Modem Huawei E32724G;862600020596452;USADO;4
Modem Huawei E32724G;862600020596544;USADO;4
Modem Huawei E32724G;862600020597641;USADO;4
Modem Huawei E32724G;862600020620336;USADO;4
Modem Huawei E32724G;862600020596460;USADO;4
Modem Huawei E32724G;862600020621482;USADO;4
Modem Huawei E32724G;862600020597054;USADO;4
Modem Huawei E32724G;862600020596320;USADO;4
Modem Huawei E32724G;862600020603134;USADO;4
Modem Huawei E32724G;862600020622829;USADO;4
Modem Huawei E32724G;862600020596353;USADO;4
Modem Huawei E32724G;862600020623033;USADO;4
Modem Huawei E32724G;862600020621573;USADO;4
Modem Huawei E32724G;862600020596403;USADO;4
Modem Huawei E32724G;862600020596395;USADO;4
Modem Huawei E32724G;862600020596619;USADO;4
Modem Huawei E32724G;862600020594481;USADO;4
Modem Huawei E32724G;862600020619379;USADO;4
Modem Huawei E32724G;862600020592600;USADO;4
Modem Huawei E32724G;862600020619643;USADO;4
Modem Huawei E32724G;862600020594127;USADO;4
Modem Huawei E32724G;862600020619601;USADO;4
Modem Huawei E32724G;862600020594556;USADO;4
Modem Huawei E32724G;862600020619650;USADO;4
Modem Huawei E32724G;862600020618280;USADO;4
Modem Huawei E32724G;862600020619619;USADO;4
Modem Huawei E32724G;862600020594838;USADO;4
Modem Huawei E32724G;862600020594366;USADO;4
Modem Huawei E32724G;862600020594986;USADO;4
Modem Huawei E32724G;862600020593137;USADO;4
Modem Huawei E32724G;862600020594309;USADO;4
Modem Huawei E32724G;862600020594853;USADO;4
Modem Huawei E32724G;862600020592428;USADO;4
Modem Huawei E32724G;862600020592386;USADO;4
Modem Huawei E32724G;862600020594341;USADO;4
Modem Huawei E32724G;862600020594887;USADO;4
Modem Huawei E32724G;862600020619635;USADO;4
Modem Huawei E32724G;862600020594911;USADO;4
Modem Huawei E32724G;862600020618249;USADO;4
Modem Huawei E32724G;862600020619569;USADO;4
Modem Huawei E32724G;862600020619155;USADO;4
Modem Huawei E32724G;862600020594952;USADO;4
Modem Huawei E32724G;862600020618520;USADO;4
Modem Huawei E32724G;862600020594390;USADO;4
Modem Huawei E32724G;862600020619080;USADO;4
Modem Huawei E32724G;862600020593285;USADO;4
Modem Huawei E32724G;862600020594929;USADO;4
Modem Huawei E32724G;862600020594994;USADO;4
Modem Huawei E32724G;862600020618421;USADO;4
Modem Huawei E32724G;862600020619577;USADO;4
Modem Huawei E32724G;862600020594937;USADO;4
Modem Huawei E32724G;862600020595009;USADO;4
Modem Huawei E32724G;862600020619718;USADO;4
Modem Huawei E32724G;862600020619692;USADO;4
Modem Huawei E32724G;862600020619148;USADO;4
Modem Huawei E32724G;862600020616896;USADO;4
Modem Huawei E32724G;862600020618637;USADO;4
Modem Huawei E32724G;862600020618439;USADO;4
Modem Huawei E32724G;862600020594861;USADO;4
Modem Huawei E32724G;862600020595074;USADO;4
Modem Huawei E32724G;862600020619452;USADO;4
Modem Huawei E32724G;862600020618488;USADO;4
Modem Huawei E32724G;862600020619270;USADO;4
Modem Huawei E32724G;862600020594945;USADO;4
Modem Huawei E32724G;862600020619700;USADO;4
Modem Huawei E32724G;862600020594259;USADO;4
Modem Huawei E32724G;862600020595611;USADO;4
Modem Huawei E32724G;862600020603225;USADO;4
Modem Huawei E32724G;862600020619726;USADO;4
Modem Huawei E32724G;862600020595637;USADO;4
Modem Huawei E32724G;862600020596346;USADO;4
Modem Huawei E32724G;862600020621557;USADO;4
Modem Huawei E32724G;862600020596486;USADO;4
Modem Huawei E32724G;862600020602839;USADO;4
Modem Huawei E32724G;862600020606491;USADO;4
Modem Huawei E32724G;862600020595678;USADO;4
Modem Huawei E32724G;862600020621961;USADO;4
Modem Huawei E32724G;862600020621474;USADO;4
Modem Huawei E32724G;862600020621615;USADO;4
Modem Huawei E32724G;862600020636878;USADO;4
Modem Huawei E32724G;862600020595777;USADO;4
Modem Huawei E32724G;862600020595793;USADO;4
Modem Huawei E32724G;862600020595751;USADO;4
Modem Huawei E32724G;862600020621813;USADO;4
Modem Huawei E32724G;862600020622241;USADO;4
Modem Huawei E32724G;862600020621938;USADO;4
Modem Huawei E32724G;862600020620542;USADO;4
Modem Huawei E32724G;862600020619999;USADO;4
Modem Huawei E32724G;862600020595686;USADO;4
Modem Huawei E32724G;862600020620047;USADO;4
Modem Huawei E32724G;862600020620013;USADO;4
Modem Huawei E32724G;862600020622290;USADO;4
Modem Huawei E32724G;862600020595587;USADO;4
Modem Huawei E32724G;862600020595579;USADO;4
Modem Huawei E32724G;862600020595975;USADO;4
Modem Huawei E32724G;862600020595918;USADO;4
Modem Huawei E32724G;862600020622308;USADO;4
Modem Huawei E32724G;862600020596171;USADO;4
Modem Huawei E32724G;862600020621284;USADO;4
Modem Huawei E32724G;862600020595603;USADO;4
Modem Huawei E32724G;862600020596015;USADO;4
Modem Huawei E32724G;862600020595900;USADO;4
Modem Huawei E32724G;862600020595959;USADO;4
Modem Huawei E32724G;862600020621011;USADO;4
Modem Huawei E32724G;862600020595892;USADO;4
Modem Huawei E32724G;862600020595595;USADO;4
Modem Huawei E32724G;862600020595835;USADO;4
Modem Huawei E32724G;862600020595926;USADO;4
Modem Huawei E32724G;862600020595801;USADO;4
Modem Huawei E32724G;862600020596221;USADO;4
Modem Huawei E32724G;862600020596023;USADO;4
Modem Huawei E32724G;862600020621037;USADO;4
Modem Huawei E32724G;862600020595942;USADO;4
Modem Huawei E32724G;862600020595991;USADO;4
Modem Huawei E32724G;862600020595967;USADO;4
Modem Huawei E32724G;862600020595934;USADO;4
Modem Huawei E32724G;862600020622316;USADO;4
Modem Huawei E32724G;862600020228528;USADO;4
Modem Huawei E32724G;862600020285395;USADO;4
Modem Huawei E32724G;862600020287268;USADO;4
Modem Huawei E32724G;862600020228569;USADO;4
Modem Huawei E32724G;862600020228486;USADO;4
Modem Huawei E32724G;862600020256768;USADO;4
Modem Huawei E32724G;862600020285387;USADO;4
Modem Huawei E32724G;862600020257907;USADO;4
Modem Huawei E32724G;862600020300913;USADO;4
Modem Huawei E32724G;862600020285411;USADO;4
Modem Huawei E32724G;862600020271684;USADO;4
Modem Huawei E32724G;862600020256776;USADO;4
Modem Huawei E32724G;862600020228809;USADO;4
Modem Huawei E32724G;862600020286567;USADO;4
Modem Huawei E32724G;862600020286526;USADO;4
Modem Huawei E32724G;862600020258178;USADO;4
Modem Huawei E32724G;862600020228742;USADO;4
Modem Huawei E32724G;862600020257865;USADO;4
Modem Huawei E32724G;862600020228635;USADO;4
Modem Huawei E32724G;862600020228494;USADO;4
Modem Huawei E32724G;862600020285304;USADO;4
Modem Huawei E32724G;862600020286930;USADO;4
Modem Huawei E32724G;862600020257352;USADO;4
Modem Huawei E32724G;862600020594325;USADO;4
Modem Huawei E32724G;862600020285429;USADO;4
Modem Huawei E32724G;862600020228643;USADO;4
Modem Huawei E32724G;862600020228619;USADO;4
Modem Huawei E32724G;862600020257113;USADO;4
Modem Huawei E32724G;862600020285437;USADO;4
Modem Huawei E32724G;862600020257345;USADO;4
Modem Huawei E32724G;862600020301127;USADO;4
Modem Huawei E32724G;862600020214817;USADO;4
Modem Huawei E32724G;862600020301713;USADO;4
Modem Huawei E32724G;862600020301119;USADO;4
Modem Huawei E32724G;862600020300772;USADO;4
Modem Huawei E32724G;862600020300806;USADO;4
Modem Huawei E32724G;862600020286948;USADO;4
Modem Huawei E32724G;862600020257469;USADO;4
Modem Huawei E32724G;862600020301697;USADO;4
Modem Huawei E32724G;862600020243519;USADO;4
Modem Huawei E32724G;862600020623413;USADO;4
Modem Huawei E32724G;862600020625251;USADO;4
Modem Huawei E32724G;862600020625533;USADO;4
Modem Huawei E32724G;862600020635433;USADO;4
Modem Huawei E32724G;862600020624130;USADO;4
Modem Huawei E32724G;862600020625814;USADO;4
Modem Huawei E32724G;862600020624882;USADO;4
Modem Huawei E32724G;862600020624270;USADO;4
Modem Huawei E32724G;862600020625954;USADO;4
Modem Huawei E32724G;862600020624809;USADO;4
Modem Huawei E32724G;862600020257808;USADO;4
Modem Huawei E32724G;862600020228650;USADO;4
Modem Huawei E32724G;862600020214783;USADO;4
Modem Huawei E32724G;862600020286963;USADO;4
Modem Huawei E32724G;862600020285403;USADO;4
Modem Huawei E32724G;862600020228593;USADO;4
Modem Huawei E32724G;862600020285361;USADO;4
Modem Huawei E32724G;862600020228726;USADO;4
Modem Huawei E32724G;862600020257881;USADO;4
Modem Huawei E32724G;862600020285379;USADO;4
Modem Huawei E32724G;862600020258251;USADO;4
Modem Huawei E32724G;862600020258293;USADO;4
Modem Huawei E32724G;862600020301507;USADO;4
Modem Huawei E32724G;862600020257949;USADO;4
Modem Huawei E32724G;862600020271601;USADO;4
Modem Huawei E32724G;862600020271932;USADO;4
Modem Huawei E32724G;862600020301416;USADO;4
Modem Huawei E32724G;862600020256792;USADO;4
Modem Huawei E32724G;862600020286245;USADO;4
Modem Huawei E32724G;862600020256834;USADO;4
Modem Huawei E32724G;862600020256735;USADO;4
Modem Huawei E32724G;862600020301291;USADO;4
Modem Huawei E32724G;862600020286732;USADO;4
Modem Huawei E32724G;862600020301465;USADO;4
Modem Huawei E32724G;862600020270751;USADO;4
Modem Huawei E32724G;862600020285593;USADO;4
Modem Huawei E32724G;862600020271577;USADO;4
Modem Huawei E32724G;862600020286666;USADO;4
Modem Huawei E32724G;862600020271940;USADO;4
Modem Huawei E32724G;862600020301390;USADO;4
Modem Huawei E32724G;862600020286518;USADO;4
Modem Huawei E32724G;862600020258335;USADO;4
Modem Huawei E32724G;862600020301283;USADO;4
Modem Huawei E32724G;862600020286708;USADO;4
Modem Huawei E32724G;862600020286583;USADO;4
Modem Huawei E32724G;862600020286096;USADO;4
Modem Huawei E32724G;862600020286146;USADO;4
Modem Huawei E32724G;862600020271197;USADO;4
Modem Huawei E32724G;862600020271650;USADO;4
Modem Huawei E32724G;862600020271718;USADO;4
Modem Huawei E32724G;862600020243246;USADO;4
Modem Huawei E32724G;862600020301481;USADO;4
Modem Huawei E32724G;862600020286211;USADO;4
Modem Huawei E32724G;862600020258376;USADO;4
Modem Huawei E32724G;862600020271619;USADO;4
Modem Huawei E32724G;862600020286021;USADO;4
Modem Huawei E32724G;862600020271643;USADO;4
Modem Huawei E32724G;862600020242727;USADO;4
Modem Huawei E32724G;862600020242990;USADO;4
Modem Huawei E32724G;862600020271098;USADO;4
Modem Huawei E32724G;862600020271874;USADO;4
Modem Huawei E32724G;862600020285478;USADO;4
Modem Huawei E32724G;862600020256974;USADO;4
Modem Huawei E32724G;862600020258343;USADO;4
Modem Huawei E32724G;862600020286740;USADO;4
Modem Huawei E32724G;862600020285700;USADO;4
Modem Huawei E32724G;862600020286591;USADO;4
Modem Huawei E32724G;862600020287599;USADO;4
Modem Huawei E32724G;862600020228601;USADO;4
Modem Huawei E32724G;862600020258319;USADO;4
Modem Huawei E32724G;862600020216879;USADO;4
Modem Huawei E32724G;862600020288530;USADO;4
Modem Huawei E32724G;862600020230813;USADO;4
Modem Huawei E32724G;862600020231217;USADO;4
Modem Huawei E32724G;862600020216853;USADO;4
Modem Huawei E32724G;862600020216812;USADO;4
Modem Huawei E32724G;862600020216895;USADO;4
Modem Huawei E32724G;862600020216838;USADO;4
Modem Huawei E32724G;862600020231555;USADO;4
Modem Huawei E32724G;862600020231514;USADO;4
Modem Huawei E32724G;862600020260638;USADO;4
Modem Huawei E32724G;862600020260422;USADO;4
Modem Huawei E32724G;862600020260505;USADO;4
Modem Huawei E32724G;862600020260513;USADO;4
Modem Huawei E32724G;862600020289462;USADO;4
Modem Huawei E32724G;862600020260455;USADO;4
Modem Huawei E32724G;862600020259945;USADO;4
Modem Huawei E32724G;862600020274399;USADO;4
Modem Huawei E32724G;862600020289090;USADO;4
Modem Huawei E32724G;862600020303354;USADO;4
Modem Huawei E32724G;862600020230938;USADO;4
Modem Huawei E32724G;862600020273656;USADO;4
Modem Huawei E32724G;862600020302596;USADO;4
Modem Huawei E32724G;862600020216598;USADO;4
Modem Huawei E32724G;862600020596957;USADO;4
Modem Huawei E32724G;862600020624387;USADO;4
Modem Huawei E32724G;862600020624650;USADO;4
Modem Huawei E32724G;862600020598060;USADO;4
Modem Huawei E32724G;862600020623652;USADO;4
Modem Huawei E32724G;862600020624734;USADO;4
Modem Huawei E32724G;862600020597799;USADO;4
Modem Huawei E32724G;862600020597773;USADO;4
Modem Huawei E32724G;862600020598326;USADO;4
Modem Huawei E32724G;862600020623959;USADO;4
Modem Huawei E32724G;862600020598482;USADO;4
Modem Huawei E32724G;862600020623934;USADO;4
Modem Huawei E32724G;862600020623942;USADO;4
Modem Huawei E32724G;862600020635458;USADO;4
Modem Huawei E32724G;862600020625988;USADO;4
Modem Huawei E32724G;862600020624536;USADO;4
Modem Huawei E32724G;862600020624460;USADO;4
Modem Huawei E32724G;862600020598318;USADO;4
Modem Huawei E32724G;862600020625228;USADO;4
Modem Huawei E32724G;862600020597997;USADO;4
Modem Huawei E32724G;862600020623744;USADO;4
Modem Huawei E32724G;862600020598193;USADO;4
Modem Huawei E32724G;862600020623751;USADO;4
Modem Huawei E32724G;862600020624106;USADO;4
Modem Huawei E32724G;862600020609222;USADO;4
Modem Huawei E32724G;862600020626085;USADO;4
Modem Huawei E32724G;862600020288332;USADO;4
Modem Huawei E32724G;862600020288639;USADO;4
Modem Huawei E32724G;862600020216887;USADO;4
Modem Huawei E32724G;862600020302612;USADO;4
Modem Huawei E32724G;862600020245415;USADO;4
Modem Huawei E32724G;862600020230888;USADO;4
Modem Huawei E32724G;862600020273847;USADO;4
Modem Huawei E32724G;862600020273664;USADO;4
Modem Huawei E32724G;862600020273797;USADO;4
Modem Huawei E32724G;862600020273854;USADO;4
Modem Huawei E32724G;862600020273805;USADO;4
Modem Huawei E32724G;862600020288647;USADO;4
Modem Huawei E32724G;862600020289470;USADO;4
Modem Huawei E32724G;862600020289231;USADO;4
Modem Huawei E32724G;862600020260430;USADO;4
Modem Huawei E32724G;862600020273813;USADO;4
Modem Huawei E32724G;862600020260687;USADO;4
Modem Huawei E32724G;862600020231134;USADO;4
Modem Huawei E32724G;862600020289546;USADO;4
Modem Huawei E32724G;862600020303925;USADO;4
Modem Huawei E32724G;862600020289504;USADO;4
Modem Huawei E32724G;862600020303404;USADO;4
Modem Huawei E32724G;862600020231498;USADO;4
Modem Huawei E32724G;862600020231522;USADO;4
Modem Huawei E32724G;862600020302646;USADO;4
Modem Huawei E32724G;862600020259655;USADO;4
Modem Huawei E32724G;862600020596296;USADO;4
Modem Huawei E32724G;862600020615146;USADO;4
Modem Huawei E32724G;862600020615120;USADO;4
Modem Huawei E32724G;862600020594416;USADO;4
Modem Huawei E32724G;862600020617100;USADO;4
Modem Huawei E32724G;862600020616888;USADO;4
Modem Huawei E32724G;862600020617118;USADO;4
Modem Huawei E32724G;862600020617159;USADO;4
Modem Huawei E32724G;862600020592642;USADO;4
Modem Huawei E32724G;862600020592626;USADO;4
Modem Huawei E32724G;862600020592675;USADO;4
Modem Huawei E32724G;862600020623249;USADO;4
Modem Huawei E32724G;862600020597302;USADO;4
Modem Huawei E32724G;862600020626150;USADO;4
Modem Huawei E32724G;862600020597237;USADO;4
Modem Huawei E32724G;862600020597161;USADO;4
Modem Huawei E32724G;862600020626069;USADO;4
Modem Huawei E32724G;862600020609487;USADO;4
Modem Huawei E32724G;862600020623140;USADO;4
Modem Huawei E32724G;862600020620229;USADO;4
Modem Huawei E32724G;862600020597385;USADO;4
Modem Huawei E32724G;862600020619387;USADO;4
Modem Huawei E32724G;862600020594234;USADO;4
Modem Huawei E32724G;862600020619494;USADO;4
Modem Huawei E32724G;862600020594531;USADO;4
Modem Huawei E32724G;862600020592659;USADO;4
Modem Huawei E32724G;862600020619544;USADO;4
Modem Huawei E32724G;862600020592527;USADO;4
Modem Huawei E32724G;862600020594101;USADO;4
Modem Huawei E32724G;862600020592865;USADO;4
Modem Huawei E32724G;862600020619429;USADO;4
Modem Huawei E32724G;862600020615153;USADO;4
